date,state,city_or_county,address,n_killed,n_injured,congressional_district,gun_stolen,latitude,longitude,n_guns_involved,participant_age_group,participant_gender,participant_relationship,participant_type,state_house_district,state_senate_district
2013-08-25,California,Oakland,1300 block of 104th Avenue,0,4,13,NA,37.7389,-122.169,NA,0::Child 0-11||1::Teen 12-17||2::Teen 12-17||3::Adult 18+,0::Female||1::Female||2::Male||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,18,9
2013-09-05,North Carolina,Charlotte,2500 block of Pinckney Avenue,0,4,12,NA,35.2406,-80.8095,NA,0::Child 0-11||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,107,37
2013-09-07,Missouri,Saint Louis,5000 block of Durant Ave,1,3,1,0::Unknown,38.688,-90.2456,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,76,5
2013-09-07,Indiana,Gary,9300 block of Sunrise Boulevard,2,4,1,NA,41.5971,-87.2256,NA,0::Adult 18+||1::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Female||5::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim,3,3
2013-09-10,Connecticut,Bridgeport,Reservoir Ave and Grandview Ave,1,4,4,NA,41.2205,-73.1929,NA,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male||7::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect||7::Subject-Suspect,126,22
2013-09-11,New York,New York,204 Varick St,0,4,10,0::Unknown,40.7283,-74.0048,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,66,27
2013-09-12,Tennessee,Crab Orchard,NA,4,0,6,NA,35.9576,-84.8407,NA,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Teen 12-17||4::Adult 18+||5::Adult 18+,0::Female||1::Male||2::Male||3::Male||4::Male||5::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,25,15
2013-09-12,District of Columbia,Washington,First Street and Pierce Street NW,1,3,1,NA,38.9047,-77.0122,NA,0::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,NA,NA
2013-09-14,North Carolina,Marion,80 Finley Road,0,4,11,0::Unknown,35.6864,-82.0201,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,85,47
2013-09-15,Colorado,Colorado Springs,1609 South Nevada,0,5,5,NA,38.8111,-104.822,NA,NA,NA,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,18,11
2013-09-15,Georgia,Snellville,4630 Anderson Livsey Lane,3,1,4,0::Unknown,33.7709,-84.05,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Teen 12-17||4::Adult 18+,0::Female||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,93,55
2013-09-15,Washington,Yakima,2209 W Nob Hill Blvd,0,6,4,NA,46.5854,-120.538,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Female||5::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim,14,14
2013-09-16,District of Columbia,Washington Navy Yard,1336 Isaac Hull Ave,11,3,1,0::Unknown||1::Unknown,38.873,-76.9977,2,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+||8::Adult 18+||9::Adult 18+||10::Adult 18+||11::Adult 18+||12::Adult 18+||13::Adult 18+||14::Adult 18+||15::Adult 18+,0::Male||1::Male||2::Male||3::Female||4::Female||5::Male||6::Female||7::Male||8::Male||9::Male||10::Male||11::Male||12::Male||13::Female||14::Female||15::Male,15::Co-worker,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Victim||9::Victim||10::Victim||11::Victim||12::Victim||13::Victim||14::Victim||15::Subject-Suspect,NA,NA
2013-09-17,California,Stockton,700 block of North Airport Way,2,3,9,NA,37.9625,-121.276,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,13,5
2013-09-17,Michigan,Lansing,1500 block of Ottawa Street,0,4,8,NA,42.7349,-84.573,NA,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17||3::Teen 12-17||4::Teen 12-17||5::Teen 12-17,0::Female||1::Male||2::Male||3::Male||5::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,68,23
2013-09-17,Nevada,Las Vegas,1300 block of Bartlett Avenue,0,4,4,NA,36.2003,-115.159,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Child 0-11,NA,NA,0::Victim||1::Victim||2::Victim||3::Victim,6,4
2013-09-17,Florida,Kissimmee,Flying Fortress Avenue,0,5,9,NA,28.3107,-81.4488,NA,NA,NA,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,43,14
2013-09-18,Tennessee,Memphis,1033 Whitaker,1,4,9,NA,35.0411,-90.0292,NA,0::Adult 18+,0::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,91,29
2013-09-19,Illinois,Chicago,1809 W 50th St,0,12,3,0::Unknown,41.803,-87.6699,1,0::Child 0-11||1::Teen 12-17||2::Teen 12-17||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+||8::Adult 18+||9::Adult 18+||10::Adult 18+||11::Adult 18+||12::Adult 18+||13::Adult 18+||14::Adult 18+||15::Adult 18+||16::Adult 18+||17::Adult 18+||18::Adult 18+||19::Adult 18+,0::Male||1::Female||2::Male||3::Male||4::Male||5::Male||6::Male||7::Female||8::Male||9::Female||10::Male||11::Male||12::Male||13::Male||14::Male||15::Male||16::Male||17::Male,13::Gang vs Gang||14::Gang vs Gang||15::Gang vs Gang||16::Gang vs Gang||17::Gang vs Gang||18::Gang vs Gang||19::Gang vs Gang,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Victim||9::Victim||10::Victim||11::Victim||12::Victim||13::Subject-Suspect||14::Subject-Suspect||15::Subject-Suspect||16::Subject-Suspect||17::Subject-Suspect||18::Subject-Suspect||19::Subject-Suspect,2,1
2013-09-20,California,Long Beach,6500 block of Rose Avenue,2,2,44,NA,33.8728,-118.171,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Female||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,63,33
2013-09-20,Texas,Rice,700 block of NW 0149,5,0,6,0::Unknown,32.2337,-96.4661,1,0::Adult 18+||1::Child 0-11||2::Child 0-11||3::Child 0-11||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Female,4::Family,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,NA,22
2013-09-21,Florida,Palm Beach,2600 block of Forest Hill Boulevard,0,4,20,NA,26.6552,-80.062,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,NA,NA,0::Victim||1::Victim||2::Victim||3::Victim,87,27
2013-09-22,Missouri,Saint Louis,3916 North Florissant Road,1,3,1,NA,38.662,-90.2062,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,79,5
2013-09-22,Michigan,Muskegon,149 Ottawa Ave,2,4,2,0::Unknown,43.2489,-86.2368,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+,0::Male||1::Male||2::Female||6::Male||7::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect||7::Victim,92,34
2013-09-22,Kansas,Wichita,100 block of N. Mead,1,6,4,NA,37.6861,-97.3288,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim,103,29
2013-09-24,West Virginia,Huntington,300 W 7th Ave,0,6,3,0::Stolen||1::Stolen,38.4136,-82.4609,2,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Subject-Suspect,17,5
2013-09-25,North Carolina,Haw River,1003 W. Main St,0,4,4,NA,36.0934,-79.3526,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,63,24
2013-09-27,Ohio,Zanesville,753 Putnam Ave,0,4,12,0::Unknown,39.9272,-82.0073,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Female||3::Female||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,97,20
2013-09-29,Illinois,Chicago,6000 block of South Indiana Avenue,0,4,1,NA,41.7854,-87.6209,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Teen 12-17,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,5,3
2013-10-02,Nebraska,Omaha,North 42nd and Browne streets,0,4,2,NA,41.305,-95.9758,NA,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Child 0-11,0::Female||1::Female||2::Female||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,NA,11
2013-10-05,Indiana,Fort Wayne,2020 Hobson Rd,1,1,3,0::Unknown,41.0951,-85.0984,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,NA,0::Victim||1::Victim,85,15
2013-10-05,California,Fresno,3883 E. Calwa #114,1,12,16,NA,36.7054,-119.76,NA,0::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+||8::Adult 18+||9::Adult 18+||10::Adult 18+||11::Adult 18+||12::Adult 18+,0::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Victim||9::Victim||10::Victim||11::Victim||12::Victim,31,14
2013-10-05,New York,Buffalo,102 Zelmer Street,0,4,26,NA,42.9114,-78.8075,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,141,63
2013-10-06,Arizona,Avondale,11120 W Van Buren St,0,4,3,NA,33.451,-112.301,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,NA,NA,0::Victim||1::Victim||2::Victim||3::Victim,19,19
2013-10-06,Pennsylvania,Philadelphia,54th St. and Florence Ave,1,5,2,NA,39.943,-75.2268,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim,NA,NA
2013-10-07,New Jersey,Tabernacle,US 206,1,0,3,0::Unknown,39.8461,-74.7348,1,0::Adult 18+||1::Adult 18+,0::Female||1::Male,NA,0::Victim||1::Subject-Suspect,9,9
2013-10-09,Texas,Paris,400 block of NE 6th Street,4,0,4,NA,33.6652,-95.5505,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,1,1
2013-10-12,Oklahoma,Tulsa,12000 E 31st St,0,5,1,0::Unknown,36.1189,-95.8429,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,5::Male||6::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect,75,36
2013-10-13,Pennsylvania,Wilkes Barre,650 S Main St,1,0,17,0::Unknown,41.235,-75.9011,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,NA,0::Victim||1::Subject-Suspect,121,14
2013-10-13,Pennsylvania,Harrisburg,1524 Walnut St,0,8,4,NA,40.2692,-76.8681,NA,8::Teen 12-17,NA,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Subject-Suspect,NA,NA
2013-10-20,Florida,Margate,7400 block of Santa Monica Drive,0,4,21,NA,26.2503,-80.2237,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,96,29
2013-10-20,Florida,Miami,19600 block of Southwest 168th Street,2,2,26,NA,25.6087,-80.5096,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,120,39
2013-10-21,Pennsylvania,Pittsburgh (Homewood),7200 block of Kelly Street,2,5,14,NA,40.4555,-79.897,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Female||1::Male||2::Female||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim,NA,NA
2013-10-26,Connecticut,New Haven,85 Saint John St,1,5,3,NA,41.3067,-72.9118,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Female||1::Female||2::Male||3::Female||4::Male||6::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Subject-Suspect,95,11
2013-10-26,Florida,Miami Gardens,NW 187 Street and 30 Avenue,0,4,24,NA,25.9443,-80.2519,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,102,36
2013-10-26,Arizona,Phoenix,17th Avenue and Hazelwood Street,5,0,7,0::Unknown,33.5042,-112.096,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Teen 12-17||4::Adult 18+,0::Male||1::Male||2::Female||3::Male||4::Male,4::Neighbor,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,24,24
2013-10-27,Texas,Beaumont,500 block of Edgemore Drive,0,4,14,NA,30.0716,-94.1485,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,22,4
2013-10-27,California,Roseville,6th Street and Hampton,0,4,4,0::Unknown,38.7354,-121.226,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,6,4
2013-10-27,North Carolina,Southern Pines,115 Turner St,1,4,2,NA,35.163,-79.4233,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,52,29
2013-10-27,California,Vallejo,200 block of Princeton Avenue,1,6,5,NA,38.1517,-122.25,NA,0::Adult 18+,0::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim,14,3
2013-10-29,South Carolina,Bradley (Callison),Callison Highway,5,0,3,NA,33.9881,-82.2888,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Child 0-11||4::Child 0-11||5::Adult 18+,0::Female||1::Female||2::Male||3::Male||4::Male||5::Male,5::Significant others - current or former,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,12,10
2013-11-02,Kentucky,Radcliff,355 Shelby Avenue,1,3,2,NA,37.8133,-85.9224,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,NA,NA
2013-11-03,California,Perris,2900 block of Perris Boulevard,0,5,41,NA,33.8249,-117.227,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,61,31
2013-11-03,California,Los Angeles,1 World Way,1,3,43,NA,33.9454,-118.399,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,62,26
2013-11-05,District of Columbia,Washington,3900 block of Minnesota Ave,0,4,1,NA,38.8934,-76.9508,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,NA,NA
2013-11-05,Florida,Jacksonville,1100 block of Randolph,4,0,5,NA,30.3068,-81.7298,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Female||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,14,9
2013-11-07,Michigan,Detroit,Conley and 7 Mile,3,7,14,NA,42.4334,-83.0523,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male||7::Male||8::Male||9::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Victim||9::Victim||10::Subject-Suspect,5,4
2013-11-09,Texas,Cypress,7300 block of Enchanted Creek Drive,2,16,10,NA,29.884,-95.7187,NA,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17||18::Adult 18+||19::Adult 18+,0::Male||1::Female||2::Male||18::Male||19::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Victim||9::Victim||10::Victim||11::Victim||12::Victim||13::Victim||14::Victim||15::Victim||16::Victim||17::Victim||18::Subject-Suspect||19::Subject-Suspect,132,18
2013-11-10,Ohio,Canton,1215 Tuscarawas St W,1,3,7,0::Unknown,40.8007,-81.3868,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Male||2::Female||3::Female||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,49,29
2013-11-10,Arizona,Phoenix,5800 South 53rd Glen,1,3,7,NA,33.3933,-112.174,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Teen 12-17||5::Adult 18+||6::Adult 18+||7::Adult 18+||8::Adult 18+,0::Female||1::Female||2::Male||3::Male||4::Male||5::Male||6::Male||7::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect||6::Subject-Suspect||7::Subject-Suspect||8::Subject-Suspect,19,19
2013-11-11,New York,Brooklyn,318 Maujer St,4,1,7,0::Unknown,40.7122,-73.9359,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,4::Friends,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,53,18
2013-11-15,Texas,Houston,4400 block of Tiffany,1,3,9,NA,29.6168,-95.4428,NA,0::Teen 12-17,0::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,131,13
2013-11-20,Texas,Houston,8200 block of Sunbury,3,2,18,NA,29.8222,-95.2761,NA,0::Teen 12-17||1::Teen 12-17||2::Adult 18+||5::Adult 18+,0::Female||1::Female||2::Male||5::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,142,13
2013-11-21,Pennsylvania,Philadelphia,1400 block of N. 60th Street,0,4,1,NA,39.9728,-75.2399,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,NA,NA
2013-11-22,Pennsylvania,Philadelphia,Westminster Ave and Paxson St,0,1,2,0::Unknown,39.9683,-75.2238,1,1::Adult 18+,1::Male,NA,0::Victim||1::Subject-Suspect,190,7
2013-11-22,Pennsylvania,Philadelphia,5100 Parrish St,0,1,2,0::Unknown,39.9669,-75.2229,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,NA,0::Victim||1::Subject-Suspect,190,7
2013-11-23,Oklahoma,Tulsa,Pine Street and Harvard Avenue,4,1,1,NA,36.1771,-95.9403,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Female||2::Female||3::Female||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,72,11
2013-11-25,California,Oakland,96th Avenue and Olive Street,0,7,13,NA,37.7488,-122.165,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male||7::Male||8::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Subject-Suspect||8::Subject-Suspect,18,9
2013-11-25,Minnesota,Minneapolis,1611 E Lake St,1,3,5,NA,44.9481,-93.2505,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,NA,62
2013-11-28,New York,Rochester,St. Paul Boulevard and Andrews Street,0,4,25,0::Unknown,43.1595,-77.61,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,137,56
2013-11-29,Indiana,Indianapolis,3400 block of East 34th Street,0,4,7,NA,39.8182,-86.1082,NA,0::Teen 12-17||1::Adult 18+||2::Teen 12-17||3::Teen 12-17,0::Male||1::Male||2::Female||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,96,34
2013-11-29,California,Fresno,Oleander and Modoc,0,4,16,NA,36.7297,-119.81,NA,0::Teen 12-17||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,31,14
2013-11-30,Georgia,Valdosta,Gordon Street and North Ashley Street,0,4,8,NA,30.8405,-83.2801,NA,0::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Female||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,177,8
2013-11-30,Michigan,Lansing,NA,0,5,8,NA,42.7326,-84.5557,NA,NA,NA,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect||7::Subject-Suspect,68,23
2013-12-01,Florida,Miami,NW 64th Street and 12th Avenue,2,2,24,NA,25.8336,-80.2167,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Female||1::Female||2::Female||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,108,39
2013-12-01,Pennsylvania,Derry,NA,1,0,NA,0::Unknown,NA,NA,1,0::Adult 18+||1::Adult 18+,0::Female||1::Male,1::Significant others - current or former,0::Victim||1::Subject-Suspect,NA,NA
2013-12-01,Kansas,Topeka,1629 SW Central Park,4,0,2,0::Unknown,39.0379,-95.6905,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Female||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,58,18
2013-12-07,Delaware,Wilmington,3421 Kirkwood Hwy,0,4,1,NA,39.7361,-75.6309,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,19,7
2013-12-07,Pennsylvania,York,N George St and North St,1,0,4,0::Unknown,39.9665,-76.7298,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,NA,0::Victim||1::Subject-Suspect,95,28
2013-12-14,North Carolina,Statesville,167 Wallace Springs,0,4,5,NA,35.7603,-80.8937,NA,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17||3::Adult 18+,3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,84,44
2013-12-15,Texas,Channelview,900 block of Ashland Boulevard,0,5,36,NA,29.7908,-95.1355,NA,0::Teen 12-17,0::Male||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,143,6
2013-12-15,Florida,Homestead (Florida City),7th Avenue and 13th Terrace,1,3,26,NA,25.4631,-80.4572,NA,NA,NA,NA,0::Victim||1::Victim||2::Victim||3::Victim,120,39
2013-12-21,New Jersey,Trenton,Jersey Street and Home Avenue,1,4,12,NA,40.205,-74.7517,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,15,15
2013-12-21,North Carolina,Shelby,Jose Street,0,4,10,NA,35.2875,-81.546,NA,NA,0::Male||1::Male||2::Male||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,111,46
2013-12-22,Michigan,Muskegon,2300 block of W McMillan Rd,1,3,2,0::Unknown,43.3115,-86.2997,1,0::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,4::Mass shooting - Random victims,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,92,34
2013-12-25,New York,Medford,33A Cedarhurst Ave,1,3,1,NA,40.8463,-72.9919,NA,0::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Female||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,3,2
2013-12-25,New Jersey,Plainfield,Park Ave and E 9th St,1,0,12,0::Unknown,40.6132,-74.4143,1,0::Adult 18+,0::Male,NA,0::Victim,22,22
