date,state,city_or_county,address,n_killed,n_injured,congressional_district,gun_stolen,latitude,longitude,n_guns_involved,participant_age_group,participant_gender,participant_relationship,participant_type,state_house_district,state_senate_district
2013-06-10,Missouri,Saint Louis,4700 block of Highland Ave,0,6,1,0::Unknown,38.6647,-90.2506,1,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17||3::Teen 12-17||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Female||3::Male||4::Female||5::Female||6::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Subject-Suspect,76,4
2013-06-10,Illinois,Chicago,5700 block of South Sangamon Street,1,4,7,0::Unknown,41.7904,-87.649,1,0::Adult 18+||1::Teen 12-17||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Female||1::Male||5::Male||6::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect,6,3
2013-06-14,North Carolina,High Point,2201 Little Avenue,0,5,12,NA,35.9689,-79.9787,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||2::Male||3::Male||4::Male||5::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,60,28
2013-06-15,Rhode Island,Providence,256 Hartford Ave,1,3,2,0::Unknown,41.8173,-71.4516,1,0::Teen 12-17||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+||8::Teen 12-17,0::Female||1::Female||3::Female||4::Male||5::Male||6::Male||7::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect||6::Subject-Suspect||7::Subject-Suspect||8::Subject-Suspect,9,7
2013-06-15,Tennessee,Nashville,135 Brinkhaven Ave,0,4,5,0::Unknown,36.1646,-86.7771,1,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Teen 12-17||4::Adult 18+,0::Female||1::Female||2::Female||3::Female||4::Male,4::Significant others - current or former,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,51,19
2013-06-15,Texas,Houston,9780 Bissonnet,1,3,9,NA,29.6754,-95.5499,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Female||3::Female||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,146,13
2013-06-16,Illinois,Chicago,900block of East 79th Street,1,3,1,NA,41.7513,-87.6027,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,5,3
2013-06-21,Illinois,Chicago,2900 block of North Kilpatrick Avenue,1,3,4,NA,41.9335,-87.7445,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Teen 12-17||4::Adult 18+,0::Male||1::Male||2::Male||3::Female||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,39,20
2013-06-21,Virginia,Norfolk,1225 Tidewater Drive,0,6,3,NA,36.8571,-76.2735,NA,0::Teen 12-17||1::Teen 12-17||6::Adult 18+||7::Adult 18+||8::Adult 18+||9::Adult 18+,6::Male||7::Male||8::Male||9::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Subject-Suspect||7::Subject-Suspect||8::Subject-Suspect||9::Subject-Suspect,89,5
2013-06-21,North Carolina,Greenville,205 Greenville Blvd SW,0,5,1,0::Unknown,35.5744,-77.3873,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,24,5
2013-06-22,Maryland,Baltimore,700 block of N. Kenwood Avenue,1,4,7,NA,39.2991,-76.5783,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Female||2::Female||3::Female||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,45,45
2013-06-22,Rhode Island,Providence,55 Curtis,0,4,2,NA,41.8217,-71.4496,NA,0::Adult 18+||1::Adult 18+||2::Teen 12-17||3::Teen 12-17||4::Adult 18+,0::Male||1::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,9,5
2013-06-23,Tennessee,Chattanooga,1501 Dodds Ave,1,4,3,NA,35.0221,-85.2697,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Teen 12-17||4::Adult 18+,0::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,28,10
2013-06-23,California,Sacramento,Sea Drift Way,1,3,6,NA,38.4655,-121.459,NA,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Adult 18+||4::Adult 18+||5::Teen 12-17,0::Male||1::Female||2::Male||3::Male||4::Male||5::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,9,6
2013-06-23,Missouri,Kansas City,1917 Prospect Ave,1,8,5,NA,39.0891,-94.5518,NA,0::Adult 18+||1::Teen 12-17||9::Adult 18+,0::Male||1::Female||2::Male||9::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Victim||9::Subject-Suspect,23,9
2013-06-23,Louisiana,New Orleans,5700 block of Wickfield Drive,0,4,2,0::Unknown,30.0165,-90.0689,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Female||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,97,3
2013-06-23,Virginia,Virginia Beach,4600 block of Columbus Street,1,4,2,NA,36.841,-76.1371,NA,0::Adult 18+,0::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,85,7
2013-06-24,Missouri,Kansas City,1711 Kansas Avenue,1,3,5,NA,39.0914,-94.5484,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Female||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,23,9
2013-06-25,Illinois,Chicago,73rd Street and King Drive,1,4,1,NA,41.7621,-87.6152,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Male||2::Male||3::Female||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,32,16
2013-06-27,California,Three Rivers,39553-39833 Sierra Dr,2,2,23,0::Unknown,36.4144,-118.925,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Teen 12-17,0::Male||1::Female||2::Male||3::Male||4::Male||5::Male,0::Family,0::Subject-Suspect||1::Subject-Suspect||2::Victim||3::Victim||4::Victim||5::Victim,23,8
2013-06-28,Illinois,Chicago,4800 block of North Sheridan Road,0,6,9,NA,41.9691,-87.6548,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Female||1::Female||2::Male||3::Male||4::Male||5::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim,13,7
2013-06-29,South Carolina,North Charleston,4400 Dorchester Road; Suite 115,3,1,6,NA,32.8549,-80.0122,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male,4::Gang vs Gang||5::Gang vs Gang,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,109,42
2013-06-30,New York,Brooklyn,616 E. 52nd Street,0,9,9,NA,40.6452,-73.928,NA,NA,0::Male||1::Male||2::Male||3::Male||4::Female||5::Female||6::Female||7::Female||9::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Victim||9::Subject-Suspect,58,21
2013-06-30,Colorado,Aurora,2300 block of Paris St,0,4,6,NA,39.7512,-104.848,NA,NA,NA,NA,0::Victim||1::Victim||2::Victim||3::Victim,30,25
2013-07-01,New York,Locust Valley,99 Horse Hollow Rd,0,1,3,0::Unknown,40.888,-73.5899,1,0::Adult 18+,0::Male,NA,0::Subject-Suspect,13,5
2013-07-01,Texas,Fort Worth,2900 block of Pate Drive,4,0,33,NA,32.7157,-97.2597,NA,0::Adult 18+||1::Adult 18+||2::Child 0-11||3::Child 0-11||4::Adult 18+,0::Female||1::Female||2::Male||4::Male,4::Family,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,95,10
2013-07-02,New Jersey,Jersey City,Dwight St,1,0,10,0::Unknown,40.7037,-74.084,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,NA,0::Victim||1::Subject-Suspect,31,31
2013-07-04,Illinois,Chicago,6000 block of South Cottage Grove Avenue,0,4,1,NA,41.7858,-87.6061,NA,0::Teen 12-17||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Female||2::Female||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,5,3
2013-07-04,Michigan,Pontiac,441 N Perry St,1,6,14,NA,42.6482,-83.2871,NA,0::Adult 18+||1::Child 0-11||2::Teen 12-17||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+,0::Male||1::Male||3::Female||4::Female||5::Male||6::Male||7::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Subject-Suspect,29,12
2013-07-06,New York,Brooklyn,472 Marcy Avenue,1,3,7,NA,40.6987,-73.95,NA,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Teen 12-17||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,56,18
2013-07-06,Alabama,Florence,West Mobile Street,0,4,5,NA,34.7982,-87.6854,NA,4::Adult 18+,4::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,1,6
2013-07-07,Illinois,Chicago,11300 block of South Forest Avenue,0,5,2,0::Unknown,41.689,-87.6157,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Teen 12-17||4::Teen 12-17||5::Adult 18+,0::Male||1::Female||2::Male||3::Male||4::Male||5::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,34,17
2013-07-07,Mississippi,Meridian,2500 block of 5th Street,0,4,3,0::Unknown||1::Unknown||2::Unknown,32.3625,-88.7022,3,NA,NA,NA,0::Victim||1::Victim||2::Victim||3::Victim,82,32
2013-07-07,California,Stockton,2600 block of Connecticut Avenue,1,4,9,NA,37.9218,-121.298,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Female||2::Female||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,13,5
2013-07-07,Florida,Pompano Beach,1600 block of Northwest 7th Lane,1,3,20,NA,26.2489,-80.1352,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male||7::Male,4::Armed Robbery||5::Armed Robbery||6::Armed Robbery||7::Armed Robbery,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect||6::Subject-Suspect||7::Subject-Suspect,92,31
2013-07-09,Maryland,Baltimore,600 block of N. Carrollton Ave,0,4,7,NA,39.2956,-76.6374,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,40,40
2013-07-09,Illinois,Rockford,600 block of Woodlawn Avenue,2,2,17,NA,42.2783,-89.0953,NA,0::Teen 12-17||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,67,34
2013-07-11,North Carolina,Charlotte,6300 block of Reagan Drive,2,2,12,NA,35.2837,-80.7742,NA,0::Adult 18+||1::Adult 18+||4::Adult 18+,0::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,106,40
2013-07-12,California,San Francisco,3192 16th St,1,3,12,0::Unknown,37.7649,-122.423,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,17,11
2013-07-12,Kentucky,Greensburg,194 C Mays Rd,2,2,2,0::Unknown,37.1948,-85.5219,1,0::Adult 18+||1::Adult 18+||3::Adult 18+,0::Male||1::Female||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,NA,NA
2013-07-13,Ohio,Campbell,Seventh Street,0,4,13,NA,41.0738,-80.5997,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Female||2::Male||3::Female||4::Male,4::Family,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,58,33
2013-07-13,District of Columbia,Washington,2700 block of Stanton Road,0,4,1,NA,38.8583,-76.9883,NA,NA,NA,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,NA,NA
2013-07-13,Oklahoma,Oklahoma City,5405 N. Lincoln Blvd,1,3,5,NA,35.5263,-97.504,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,99,48
2013-07-13,New Jersey,Trenton (Hamilton Township),1100 block of Deutz Ave,1,4,4,0::Unknown,40.1981,-74.7491,1,0::Teen 12-17||1::Teen 12-17||2::Adult 18+||3::Teen 12-17||4::Teen 12-17,0::Male||1::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,14,14
2013-07-14,Michigan,Grand Rapids (Kentwood),Farmview Ct SE,0,5,2,0::Unknown,42.874,-85.6052,1,5::Adult 18+,0::Male||1::Male||2::Female||5::Male,5::Gang vs Gang,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,72,26
2013-07-14,Kansas,Wichita,11th Street and Mead,1,4,4,NA,37.7044,-97.3289,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Male||3::Female||4::Female||5::Male||6::Male,5::Gang vs Gang||6::Gang vs Gang,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect,103,29
2013-07-17,California,Oakland,3400 block of Wilson Avenue,1,3,13,NA,37.7976,-122.212,NA,0::Child 0-11||1::Child 0-11||2::Child 0-11||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Female||1::Male||2::Female||3::Female||4::Male||5::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,18,9
2013-07-19,California,Madera,Yosemite Avenue and Cleveland,0,4,16,NA,36.9613,-120.061,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,NA,NA,0::Victim||1::Victim||2::Victim||3::Victim,5,12
2013-07-19,Connecticut,Hartford,3155 Main St,0,4,1,NA,41.7957,-72.6635,NA,0::Teen 12-17||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Female||1::Female||2::Female||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,5,2
2013-07-20,New York,Brooklyn,Grove Street,0,5,7,0::Unknown,40.6962,-73.9178,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||1::Female||2::Male||3::Female||4::Male||5::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,53,18
2013-07-21,New York,Brooklyn,1445 Lincoln Place,0,4,9,NA,40.6699,-73.9293,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||2::Male||3::Male||4::Male||5::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,55,20
2013-07-24,Kansas,Topeka,221 SE Lawrence St,0,4,2,NA,39.0527,-95.6546,NA,0::Adult 18+||1::Adult 18+||2::Teen 12-17||3::Teen 12-17,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,57,19
2013-07-25,Michigan,Inkster,Oakwood Street,0,4,13,NA,42.3031,-83.3301,NA,3::Child 0-11,NA,NA,0::Victim||1::Victim||2::Victim||3::Victim,16,5
2013-07-26,West Virginia,Clarksburg,743 Locust Avenue,4,0,1,0::Unknown,39.2832,-80.3488,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||2::Male||3::Male||4::Male,4::Mass shooting - Random victims,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,48,12
2013-07-26,Florida,Hialeah,1485 W 46th St,7,0,25,0::Unknown,25.864,-80.3122,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Teen 12-17||6::Adult 18+,0::Male||1::Female||2::Male||3::Male||4::Female||5::Female||6::Male,6::Mass shooting - Perp Knows Victims,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Subject-Suspect,110,38
2013-07-28,Texas,Dallas,2400 block of Royal Lane,0,4,24,NA,32.8958,-96.8986,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,103,16
2013-07-29,Washington,Granger,300 block of S. Outlook Rd.,0,4,4,NA,46.3421,-120.187,NA,0::Teen 12-17||1::Teen 12-17||2::Teen 12-17||3::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,4::Mass shooting - Random victims,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,15,15
2013-07-30,New Mexico,Hobbs,2000 block of North Bensing Rd,0,4,2,0::Unknown,32.7222,-103.179,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Male||2::Male||3::Male||4::Male,4::Mass shooting - Random victims,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,62,41
2013-08-02,Indiana,Indianapolis,62nd and College Ave,0,4,5,0::Unknown,39.8679,-86.1461,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,86,30
2013-08-02,New Jersey,Newark,Livingston St. and 18th Avenue,2,3,10,NA,40.7291,-74.1915,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect,29,29
2013-08-03,Michigan,Detroit,Murray Hill St,0,5,13,NA,42.423,-83.2082,NA,0::Child 0-11||1::Teen 12-17||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,8,4
2013-08-04,California,Salinas,624 Williams Road,3,4,20,0::Unknown,36.6799,-121.606,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Female||7::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Subject-Suspect,30,12
2013-08-04,Missouri,Kansas City,2400 block of Park Avenue,1,3,5,NA,39.083,-94.5557,NA,0::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,23,9
2013-08-05,Pennsylvania,Philadelphia,5100 Parrish St,1,0,2,0::Unknown,39.9669,-75.2229,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,NA,0::Victim||1::Subject-Suspect,190,7
2013-08-06,Pennsylvania,Saylorsburg,1000 Ross Municipal Dr,3,4,17,0::Unknown||1::Unknown,40.8959,-75.323,2,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Female||6::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Subject-Suspect,NA,NA
2013-08-06,New Jersey,Montclair,Mission Street,0,4,10,NA,40.8057,-74.2128,NA,0::Adult 18+||1::Adult 18+||2::Teen 12-17||3::Adult 18+,0::Male||1::Male||2::Male||3::Female||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,34,34
2013-08-07,Texas,Dallas,7100 block of Long Canyon Trail,4,4,30,NA,32.6412,-96.9481,NA,0::Adult 18+||1::Adult 18+||2::Child 0-11||3::Teen 12-17||4::Adult 18+||5::Teen 12-17||6::Teen 12-17||7::Teen 12-17||8::Adult 18+,0::Female||1::Female||2::Male||3::Male||4::Female||6::Male||7::Male||8::Male,8::Significant others - current or former,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Victim||6::Victim||7::Victim||8::Subject-Suspect,111,23
2013-08-09,Missouri,Saint Louis,4200 block of Kossuth Ave,2,2,1,0::Unknown,38.6706,-90.228,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Female||1::Male||2::Female||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,77,5
2013-08-10,Delaware,Wilmington,1200 block of Second Street,0,4,1,NA,39.7435,-75.5641,NA,0::Teen 12-17||1::Teen 12-17||2::Adult 18+||3::Adult 18+,0::Female||1::Female||2::Female||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,3,3
2013-08-11,New York,Brooklyn,395 East 48th Street,0,4,9,NA,40.6524,-73.9321,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,58,20
2013-08-11,Virginia,Portsmouth,1100 block of Mt. Vernon Ave,1,4,3,NA,36.8364,-76.3361,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim,80,18
2013-08-13,Pennsylvania,Philadelphia,1100 block of Divinity Street,0,4,2,NA,39.9439,-75.2195,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,NA,NA
2013-08-14,Oklahoma,Oklahoma City,4601 SE 79,4,0,5,0::Unknown,35.3867,-97.4356,1,0::Adult 18+||1::Adult 18+||2::Teen 12-17||3::Child 0-11||4::Adult 18+,0::Female||1::Female||2::Female||3::Male||4::Male,4::Family,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,94,15
2013-08-17,Pennsylvania,York,376 Walnut St,1,0,4,0::Unknown,39.9672,-76.7206,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,NA,0::Victim||1::Subject-Suspect,95,28
2013-08-17,California,San Francisco,1738 Telegraph Avenue,0,4,12,NA,37.7767,-122.419,NA,0::Adult 18+||4::Adult 18+,0::Male||1::Female||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,17,11
2013-08-18,New Jersey,Port Norris,1600 block of North Avenue,0,4,2,NA,39.2649,-75.024,NA,NA,0::Female||1::Male||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,1,1
2013-08-18,Ohio,Toledo,2272 Scottwood Ave,0,4,9,NA,41.6651,-83.5591,NA,0::Adult 18+||1::Teen 12-17||2::Adult 18+||3::Adult 18+,0::Male||1::Female||2::Male||3::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim,44,11
2013-08-18,South Carolina,Chesterfield,3217 Center Point Rd,1,4,7,NA,34.7104,-80.1421,NA,0::Adult 18+||1::Teen 12-17||2::Teen 12-17||3::Adult 18+||4::Adult 18+||5::Teen 12-17||6::Adult 18+||7::Adult 18+||8::Adult 18+||9::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male||6::Male||7::Male||8::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect||7::Subject-Suspect||8::Subject-Suspect||9::Subject-Suspect,53,27
2013-08-18,Illinois,Chicago,100 block of South Springfield,1,3,7,NA,41.8798,-87.7232,NA,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Female||2::Female||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim,10,5
2013-08-19,Illinois,Chicago,1011 W. Wilson,1,4,9,0::Unknown,41.9653,-87.6557,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male||5::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect,13,7
2013-08-20,Maryland,Baltimore,1200 block of S. Carey St,2,2,3,0::Unknown,39.2806,-76.6354,1,0::Adult 18+||1::Adult 18+||2::Adult 18+||4::Adult 18+,0::Female||1::Male||2::Female||3::Female||4::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,40,40
2013-08-23,New Jersey,Trenton,Middle Rose St and Brunswick Ave,1,0,NA,0::Unknown,40.2281,-74.7611,1,0::Adult 18+||1::Adult 18+,0::Male||1::Male,NA,0::Victim||1::Subject-Suspect,NA,NA
2013-08-25,South Carolina,Latta,214 Willis St,1,3,7,NA,34.3305,-79.4333,NA,0::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||5::Male||6::Male,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect,57,30
2013-08-25,Minnesota,Minneapolis,2600 block of Cedar and 2600 block of 18th Avenue South,2,2,5,0::Unknown||1::Unknown,44.9553,-93.2489,2,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Teen 12-17,0::Male||1::Male||2::Female||3::Female,NA,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,NA,62
2013-08-25,Florida,Lake Butler,1050 Southeast 6th Street,4,1,3,0::Unknown||1::Unknown||2::Unknown,30.0194,-82.3278,3,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,4::Co-worker,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect,19,5
